------ Begin Next Fly'm ------


"Begin Fly'm (Tue May 04 16:05:02 2021)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 10000"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","NO ","NO ","NO ","NO ","YES","YES","NO "


"Ion N","Mass","X","Y","Z","Azm","Elv","Vx","Vy","Vz","KE"
4120,28,163.12,144.265,150,89.802,-0.741026,0.0910958,-0.341034,-26.367,100.894
4121,28,164.284,144.503,150,90.1413,-0.928592,-0.0650343,-0.427406,-26.3693,100.921
4122,28,160.817,141.567,150,89.0936,-0.860583,0.417038,-0.396017,-26.3607,100.876
4123,28,160.837,142.738,150,89.55,-0.538127,0.207062,-0.24761,-26.3621,100.854
4124,28,165.287,143.146,150,90.5353,-1.07448,-0.246289,-0.494446,-26.3617,100.88
4125,28,159.898,139.131,150,88.9388,0.513309,0.488336,0.236232,-26.3631,100.889
4126,28,167.387,142.437,150,90.6054,-0.642002,-0.278559,-0.295407,-26.3611,100.855
4127,28,164.96,142.206,150,90.0733,-0.228447,-0.033724,-0.10514,-26.3695,100.897
4128,28,162.879,136.259,150,89.376,1.04611,0.287102,0.481392,-26.3616,100.881
4129,28,168.237,141.686,150,90.6481,-0.46774,-0.298215,-0.215231,-26.3624,100.861
4130,28,168.935,139.862,150,91.1352,0.12617,-0.522531,0.0580781,-26.3689,100.931
4131,28,162.422,142.741,150,89.8591,-0.312729,0.0648207,-0.143906,-26.365,100.864
4132,28,166.838,143.007,150,90.4367,-0.593023,-0.200941,-0.272866,-26.3616,100.852
4133,28,159.841,141.457,150,89.5566,-0.274178,0.204022,-0.126167,-26.3646,100.866
4134,28,161.041,142.042,150,89.2052,-0.870568,0.365701,-0.4006,-26.3606,100.87
4135,28,168.133,137.958,150,90.5554,0.334335,-0.255559,0.153843,-26.3629,100.858
4136,28,168.711,141.105,150,90.6117,-0.299272,-0.281492,-0.137725,-26.3659,100.882
4137,28,168.021,138.128,150,90.4385,0.230443,-0.201758,0.10604,-26.3641,100.861
4138,28,164.898,135.595,150,90.1201,0.433336,-0.0552884,0.199431,-26.3683,100.892
4139,28,166.791,137.514,150,90.2608,0.219058,-0.119988,0.100799,-26.3641,100.857
4140,28,159.302,140.259,150,89.5303,-0.0878598,0.216153,-0.0404362,-26.3686,100.895
4141,28,168.67,138.618,150,90.652,0.272973,-0.300068,0.125625,-26.3661,100.885
4142,28,163.938,134.719,150,89.9788,0.800633,0.00976711,0.368561,-26.3736,100.947
4143,28,166.066,142.762,150,90.6299,-0.98585,-0.289845,-0.45367,-26.3623,100.882
4144,28,159.651,141.555,150,89.3372,-0.448392,0.304991,-0.206335,-26.3633,100.868
4145,28,168.033,141.035,150,90.9678,-0.619375,-0.445319,-0.285028,-26.362,100.878
4146,28,163.025,139.058,150,89.9371,0.0297116,0.0289308,0.0136766,-26.3739,100.929
4147,28,165.776,135.785,150,90.2775,0.505025,-0.127677,0.232381,-26.363,100.855
4148,28,168.536,141.009,150,90.4936,-0.222202,-0.22711,-0.102249,-26.3642,100.864
4149,28,164.06,144.058,150,90.2678,-1.1663,-0.123235,-0.536809,-26.3674,100.923
4150,28,164.962,144.215,150,90.2213,-0.751693,-0.101841,-0.345928,-26.3657,100.885
4151,28,166.851,142.956,150,90.4849,-0.652295,-0.223102,-0.300148,-26.3621,100.859
4152,28,165.9,135.801,150,90.389,0.630916,-0.179001,0.290313,-26.3627,100.86
4153,28,159.772,138.92,150,89.6019,0.101842,0.183214,0.0468693,-26.3679,100.888
4154,28,160.04,141.393,150,89.6113,-0.238697,0.178842,-0.109837,-26.3642,100.861
4155,28,160.962,141.06,150,89.7628,-0.148026,0.10917,-0.0681214,-26.3672,100.88
4156,28,160.611,140.398,150,89.7379,-0.083222,0.120636,-0.0383009,-26.3687,100.892
4157,28,163.831,144.07,150,89.9775,-0.51722,0.010334,-0.238061,-26.3708,100.914
4158,28,160.242,137.727,150,89.295,0.525672,0.32438,0.241888,-26.3619,100.861
4159,28,165.812,135.724,150,90.3645,0.623402,-0.167717,0.286859,-26.3631,100.863
4160,28,164.595,135.559,150,90.407,1.04149,-0.187298,0.479304,-26.3645,100.895
4161,28,161.226,141.455,150,89.0466,-0.975101,0.438647,-0.448705,-26.3591,100.873
4162,28,164.827,135.137,150,90.1588,0.591998,-0.0730618,0.272455,-26.3682,100.897
4163,28,167.958,137.826,150,90.4982,0.31357,-0.229257,0.144286,-26.3629,100.855
4164,28,158.893,139.969,150,88.9367,-0.123627,0.489436,-0.0569086,-26.3702,100.936
4165,28,163.761,144.118,150,89.7355,-1.09407,0.121718,-0.50354,-26.3666,100.912
4166,28,169.143,139.623,150,90.9404,0.158764,-0.432844,0.0730795,-26.3698,100.926
4167,28,163.888,144.21,150,89.9838,-0.554867,0.00746645,-0.255402,-26.3721,100.924
4168,28,161.9,136.003,150,89.6684,0.508706,0.152565,0.23407,-26.3623,100.851
4169,28,167.158,141.344,150,90.9698,-0.880491,-0.446206,-0.405171,-26.3597,100.873
4170,28,166.736,142.19,150,90.2487,-0.285597,-0.114418,-0.131416,-26.3639,100.857
4171,28,164.026,135.007,150,90.0438,1.10718,-0.0201385,0.509678,-26.3722,100.953
4172,28,160.801,142.135,150,89.2543,-0.787326,0.343095,-0.362296,-26.3614,100.869
4173,28,166.405,142.889,150,90.2561,-0.396405,-0.117829,-0.182404,-26.3637,100.857
4174,28,169.112,140.313,150,90.8917,-0.24228,-0.410401,-0.111518,-26.3691,100.918
4175,28,168.555,138.474,150,90.6139,0.276517,-0.282513,0.127248,-26.3646,100.872
4176,28,168.573,139.23,150,90.4593,0.0737483,-0.211363,0.03394,-26.3675,100.886
4177,28,169.252,140.209,150,90.8537,-0.173165,-0.392948,-0.0797111,-26.3713,100.932
4178,28,165.541,143.801,150,90.3564,-0.793051,-0.164011,-0.364948,-26.3643,100.879
4179,28,168.088,141.794,150,90.5034,-0.372018,-0.231643,-0.171177,-26.3621,100.851
4180,28,163.133,143.763,150,89.6067,-1.0227,0.180958,-0.470644,-26.3639,100.889
4181,28,163.837,135.09,150,89.793,1.07541,0.0952569,0.495016,-26.3702,100.937
4182,28,160.599,141.79,150,89.6814,-0.263201,0.146582,-0.121109,-26.3634,100.854
4183,28,164.399,143.948,150,90.0506,-0.494605,-0.0232874,-0.227642,-26.3698,100.905
4184,28,166.218,136.3,150,90.2857,0.408153,-0.131474,0.187808,-26.3634,100.856
4185,28,160.934,136.823,150,89.4927,0.509324,0.233427,0.234353,-26.3616,100.851
4186,28,160.646,142.263,150,89.6396,-0.359707,0.165806,-0.165509,-26.3621,100.847
4187,28,168.373,141.517,150,90.5577,-0.352595,-0.256639,-0.162252,-26.364,100.866
4188,28,162.57,137.081,150,89.8777,0.215552,0.0562961,0.0991962,-26.3671,100.879
4189,28,163.953,144.355,150,90.0692,-1.19281,-0.0318734,-0.549093,-26.3714,100.953
4190,28,166.097,141.712,150,90.161,-0.198604,-0.0740746,-0.0913975,-26.3673,100.88
4191,28,163.034,135.99,150,89.8916,0.35381,0.0499063,0.162829,-26.368,100.888
4192,28,162.031,143.001,150,89.4312,-0.954176,0.261731,-0.439081,-26.3619,100.875
4193,28,168.955,139.384,150,90.5688,0.0744102,-0.26178,0.0342469,-26.3687,100.9
4194,28,165.278,143.872,150,90.3533,-0.861981,-0.16259,-0.396672,-26.3642,100.882
4195,28,163.577,143.938,150,89.6716,-1.0891,0.151102,-0.501214,-26.3645,100.897
4196,28,160.914,138.75,150,89.7587,0.0804916,0.111072,0.0370438,-26.3684,100.889
4197,28,162.276,135.674,150,89.6211,0.665321,0.17437,0.306159,-26.3638,100.87
4198,28,168.325,138.209,150,90.5593,0.288624,-0.257375,0.132816,-26.3642,100.867
4199,28,159.114,139.778,150,88.9034,0.223952,0.504751,0.103086,-26.3685,100.926
4200,28,166.055,136.822,150,90.7358,0.875421,-0.338553,0.402835,-26.3611,100.871
4201,28,168.458,141.392,150,90.7028,-0.440956,-0.323414,-0.202919,-26.3638,100.873
4202,28,158.865,140.23,150,89.0771,-0.224316,0.424794,-0.103252,-26.3696,100.924
4203,28,168.401,141.394,150,90.7358,-0.473616,-0.338576,-0.217947,-26.3634,100.872
4204,28,169.12,140.415,150,90.6486,-0.157016,-0.298526,-0.0722696,-26.3698,100.911
4205,28,167.016,142.344,150,90.7036,-0.806757,-0.323739,-0.371229,-26.3609,100.865
4206,28,162.546,135.759,150,89.5259,0.8376,0.218139,0.38544,-26.3631,100.875
4207,28,165.473,135.618,150,90.2312,0.503131,-0.106391,0.23152,-26.3643,100.865
4208,28,158.743,139.996,150,89.3263,-0.0530089,0.310109,-0.0244012,-26.3727,100.934
4209,28,164.858,143.426,150,90.089,-0.394988,-0.040944,-0.18178,-26.368,100.889
4210,28,167.74,138.035,150,90.8192,0.586401,-0.376944,0.269842,-26.362,100.869
4211,28,167.914,138.501,150,90.3747,0.147854,-0.172414,0.0680366,-26.3647,100.864
4212,28,159.255,138.873,150,89.4321,0.172072,0.261339,0.0791862,-26.3657,100.877
4213,28,164.717,143.507,150,90.4505,-1.12276,-0.207273,-0.5167,-26.3635,100.894
4214,28,163.488,135.491,150,89.6146,1.04994,0.177357,0.483211,-26.3655,100.903
4215,28,168.517,140.005,150,91.1592,-0.400991,-0.533468,-0.184551,-26.3638,100.898
4216,28,160.133,140.862,150,88.9548,-0.671504,0.480929,-0.309025,-26.3618,100.884
4217,28,160.498,142.159,150,89.3062,-0.681876,0.319233,-0.313765,-26.3615,100.863
4218,28,161.868,143.233,150,89.4969,-0.835865,0.23148,-0.384631,-26.3623,100.869
4219,28,168.048,138.02,150,90.7243,0.472774,-0.333279,0.217557,-26.3632,100.87
4220,28,161.995,143.383,150,89.5373,-0.821002,0.212877,-0.377792,-26.3626,100.869
4221,28,161.164,142.992,150,89.5386,-0.629968,0.212319,-0.289873,-26.3622,100.858
4222,28,165.001,144.195,150,90.2162,-0.727447,-0.0994926,-0.334767,-26.3656,100.883
4223,28,160.431,141.917,150,89.2345,-0.706865,0.352231,-0.325267,-26.3612,100.865
4224,28,163.55,143.861,150,89.9458,-0.471736,0.024942,-0.217113,-26.3693,100.901
4225,28,161.89,136.68,150,89.3089,0.843827,0.317961,0.388288,-26.3609,100.866
4226,28,166.107,142.531,150,90.6848,-1.02931,-0.315083,-0.473651,-26.3607,100.875
4227,28,168.176,138.308,150,90.46,0.213807,-0.211662,0.0983879,-26.3649,100.868
4228,28,164.218,134.766,150,90.0684,0.765139,-0.0314737,0.352202,-26.3723,100.935
4229,28,162.061,143.39,150,89.5336,-0.840083,0.214598,-0.386575,-26.3626,100.871
4230,28,161.224,138.116,150,89.0361,0.847851,0.443495,0.390157,-26.3602,100.875
4231,28,166.39,143.159,150,90.2952,-0.479678,-0.135823,-0.220715,-26.3627,100.853
4232,28,162.122,140.03,150,89.8766,-0.0426474,0.0568007,-0.0196305,-26.373,100.923
4233,28,158.851,140.17,150,89.0541,-0.210833,0.435376,-0.0970471,-26.3697,100.926
4234,28,162.709,136.728,150,89.2543,1.0663,0.343099,0.490686,-26.3608,100.881
4235,28,164.596,144.219,150,90.2544,-0.944677,-0.117055,-0.434763,-26.3662,100.9
4236,28,163.126,135.142,150,89.7214,0.794101,0.128223,0.365453,-26.3661,100.891
4237,28,159.209,140.293,150,88.9877,-0.359197,0.465869,-0.165312,-26.3646,100.893
4238,28,168.341,138.634,150,90.4616,0.164585,-0.21239,0.0757359,-26.3645,100.864
4239,28,167.908,141.417,150,90.3814,-0.238709,-0.175493,-0.109844,-26.3645,100.863
4240,28,163.166,136.957,150,89.9295,0.21553,0.0324281,0.0991912,-26.3685,100.889
4241,28,165.934,143.595,150,90.3801,-0.727107,-0.174899,-0.33458,-26.3628,100.864
4242,28,163.167,139.95,150,89.9484,-0.0359858,0.0237419,-0.0165669,-26.3775,100.956
4243,28,161.895,137.795,150,89.0505,0.962151,0.436884,0.442755,-26.3598,100.877
4244,28,165.013,139.383,150,90.0645,0.00558162,-0.0296966,0.00256949,-26.376,100.945
4245,28,167.786,141.822,150,90.4011,-0.309965,-0.184549,-0.142628,-26.3632,100.855
4246,28,164.035,144.434,150,90.1216,-1.09652,-0.0559594,-0.50473,-26.37,100.937
4247,28,163.852,138.704,150,89.9907,0.0538407,0.00428779,0.024787,-26.3776,100.957
4248,28,165.297,142.789,150,90.6103,-1.14555,-0.280781,-0.527152,-26.3609,100.881
4249,28,164.617,144.358,150,90.2048,-0.860412,-0.0942409,-0.396009,-26.3685,100.912
4250,28,166.238,136.133,150,90.4759,0.647963,-0.218961,0.298163,-26.3629,100.864
4251,28,168.252,141.406,150,90.4653,-0.275846,-0.214115,-0.126935,-26.3645,100.866
4252,28,161.766,140.038,150,89.8491,-0.0436489,0.0694485,-0.0200919,-26.3735,100.927
4253,28,165.509,139.137,150,90.0992,0.0261644,-0.045649,0.0120436,-26.3734,100.925
4254,28,165.854,136.896,150,90.7697,0.936393,-0.354171,0.430905,-26.3614,100.878
4255,28,166.45,138.78,150,90.1769,0.0652776,-0.0814175,0.0300437,-26.3699,100.9
4256,28,168.603,141.27,150,90.6496,-0.362976,-0.298928,-0.167035,-26.3644,100.873
4257,28,161.682,136.141,150,89.5603,0.593746,0.202325,0.273207,-26.3624,100.858
4258,28,167.066,141.449,150,90.948,-0.896224,-0.436204,-0.412418,-26.3602,100.877
4259,28,166.067,136.775,150,90.209,0.285447,-0.0961607,0.131349,-26.3643,100.859
4260,28,168.763,140.083,150,90.4811,-0.0599377,-0.221414,-0.0275879,-26.371,100.914
4261,28,159.54,140.364,150,88.9296,-0.463013,0.4926,-0.213088,-26.3636,100.892
4262,28,167.23,138.27,150,90.963,0.747384,-0.443088,0.343913,-26.3597,100.866
4263,28,167.467,141.411,150,90.3057,-0.209091,-0.140673,-0.0962116,-26.3637,100.855
4264,28,166.899,137.541,150,90.8156,0.758158,-0.37525,0.348874,-26.361,100.868
4265,28,158.974,140.648,150,89.2714,-0.256013,0.335304,-0.117823,-26.3666,100.891
4266,28,168.293,139.895,150,90.3771,-0.0300705,-0.173587,-0.013841,-26.3719,100.918
4267,28,167.391,140.523,150,90.2648,-0.0967375,-0.121851,-0.0445206,-26.3684,100.889
4268,28,164.628,144.006,150,90.3301,-1.01606,-0.151879,-0.467599,-26.3648,100.894
4269,28,163.986,144.263,150,90.181,-1.15496,-0.0833184,-0.531608,-26.3686,100.931
4270,28,160.535,138.171,150,89.0959,0.679139,0.41603,0.312527,-26.3619,100.877
4271,28,159.081,139.215,150,89.4298,0.108488,0.262419,0.0499306,-26.3686,100.899
4272,28,165.996,135.87,150,90.3563,0.565808,-0.163935,0.260354,-26.363,100.859
4273,28,168.105,138.026,150,90.5002,0.281158,-0.23018,0.129373,-26.363,100.856
4274,28,168.663,141.135,150,90.5826,-0.289348,-0.268104,-0.133153,-26.365,100.873
4275,28,166.74,137.504,150,90.2543,0.217279,-0.117005,0.0999805,-26.3642,100.858
4276,28,166.545,142.722,150,90.6275,-0.868122,-0.288734,-0.399468,-26.3611,100.867
4277,28,161.517,142.438,150,89.7704,-0.311288,0.105661,-0.143239,-26.3641,100.859
4278,28,162.119,137.81,150,89.8529,0.148511,0.0676796,0.0683428,-26.3666,100.874
4279,28,168.345,139.556,150,90.3928,0.0153593,-0.180801,0.00706935,-26.3707,100.909
4280,28,165.389,143.625,150,90.1707,-0.478236,-0.0785486,-0.22006,-26.3639,100.861
4281,28,169.275,140.161,150,90.8113,-0.132731,-0.37344,-0.0610942,-26.3698,100.918
4282,28,169.191,139.48,150,90.8375,0.156395,-0.385497,0.071989,-26.3705,100.925
4283,28,166.208,142.616,150,90.668,-0.984953,-0.30735,-0.453235,-26.3608,100.872
4284,28,162.019,136.806,150,89.8048,0.27425,0.0898196,0.126199,-26.365,100.864
4285,28,164.941,136.791,150,90.0835,0.236149,-0.0384411,0.108681,-26.3687,100.891
4286,28,159.606,138.612,150,89.1642,0.433854,0.384593,0.199659,-26.3641,100.881
4287,28,166.939,137.344,150,90.7575,0.720256,-0.348538,0.331434,-26.3616,100.868
4288,28,162.937,136.111,150,89.8849,0.335442,0.0529609,0.154374,-26.3678,100.886
4289,28,164.603,134.949,150,90.14,0.662377,-0.0644476,0.304866,-26.3697,100.911
4290,28,167.879,139.949,150,90.3158,-0.0368791,-0.145341,-0.0169747,-26.3716,100.915
4291,28,159.587,139.611,150,89.5948,0.00912767,0.186487,0.00420127,-26.3713,100.914
4292,28,163.535,135.053,150,89.759,0.931679,0.110913,0.428824,-26.369,100.92
4293,28,163.878,134.779,150,89.969,0.69668,0.0142648,0.320697,-26.3732,100.938
4294,28,165.701,143.78,150,90.2857,-0.641606,-0.131455,-0.295243,-26.364,100.868
4295,28,163.378,135.005,150,89.7791,0.826462,0.101678,0.380373,-26.3679,100.906
4296,28,168.065,137.915,150,90.5229,0.317151,-0.240611,0.145932,-26.3625,100.853
4297,28,162.15,135.766,150,89.6103,0.644818,0.179295,0.296712,-26.3628,100.861
4298,28,162.304,143.781,150,89.6784,-0.702718,0.147958,-0.323364,-26.3636,100.868
4299,28,167.804,137.694,150,90.4608,0.311681,-0.212024,0.143414,-26.3623,100.85
4300,28,164.472,138.803,150,90.0305,0.0474618,-0.0140411,0.0218486,-26.3755,100.942
4301,28,168.997,140.191,150,90.9927,-0.268397,-0.456853,-0.123533,-26.3668,100.907
4302,28,166.235,137.876,150,90.9565,0.94119,-0.440079,0.433111,-26.36,100.878
4303,28,158.748,140.239,150,89.2356,-0.144651,0.351828,-0.0665819,-26.3705,100.922
4304,28,160.235,137.537,150,89.4199,0.43971,0.266916,0.202326,-26.3619,100.854
4305,28,169.026,139.8,150,91.0716,0.138793,-0.493229,0.063888,-26.3693,100.929
4306,28,160.905,142.52,150,89.3653,-0.736366,0.292029,-0.338838,-26.3616,100.864
4307,28,168.36,139.521,150,91.1123,0.42434,-0.511908,0.195301,-26.3648,100.903
4308,28,161.911,143.441,150,89.7182,-0.530133,0.129654,-0.243941,-26.3636,100.861
4309,28,162.474,139.976,150,89.9028,-0.0381292,0.0447402,-0.0175528,-26.376,100.946
4310,28,169.033,140.047,150,91.0533,-0.225324,-0.484824,-0.103724,-26.3705,100.939
4311,28,167.207,139.635,150,90.2387,-0.00626275,-0.109852,-0.00288266,-26.3722,100.918
4312,28,168.276,141.602,150,90.6858,-0.481333,-0.315552,-0.221493,-26.3631,100.867
4313,28,165.772,143.703,150,90.3577,-0.737051,-0.164576,-0.339166,-26.3637,100.871
4314,28,162.779,143.35,150,89.8734,-0.398427,0.0582398,-0.183356,-26.367,100.882
4315,28,163.671,144.269,150,89.7692,-1.02427,0.106229,-0.471445,-26.3687,100.923
4316,28,167.631,137.43,150,90.4775,0.366832,-0.219687,0.168788,-26.3619,100.848
4317,28,163.604,143.581,150,89.585,-1.18302,0.190946,-0.544452,-26.3644,100.904
4318,28,161.926,142.102,150,89.2014,-1.10489,0.367428,-0.508423,-26.3592,100.874
4319,28,163.444,144.107,150,89.7026,-1.00448,0.136847,-0.462273,-26.365,100.895
4320,28,161.688,136.127,150,89.6,0.55165,0.18405,0.25383,-26.362,100.852
4321,28,163.222,143.52,150,89.9172,-0.413498,0.0381214,-0.190297,-26.3678,100.887
4322,28,163.085,144.11,150,89.8565,-0.592831,0.0660607,-0.272835,-26.3678,100.894
4323,28,167.754,138.573,150,90.9727,0.619005,-0.447601,0.284862,-26.3623,100.881
4324,28,164.597,135.597,150,90.4175,1.0491,-0.192097,0.482802,-26.3641,100.893
4325,28,160.031,141.582,150,89.5903,-0.277819,0.188539,-0.127836,-26.3633,100.856
4326,28,161.944,142.966,150,89.7901,-0.380228,0.096566,-0.174961,-26.3639,100.858
4327,28,168.981,139.894,150,90.5358,-0.0279806,-0.246632,-0.0128794,-26.3719,100.923
4328,28,168.451,138.566,150,90.7946,0.401584,-0.365659,0.184806,-26.3641,100.879
4329,28,163.867,144.609,150,89.9391,-0.9016,0.02801,-0.415018,-26.3718,100.938
4330,28,167.562,138.137,150,90.3363,0.179713,-0.15474,0.0826961,-26.3645,100.862
4331,28,162.624,135.653,150,89.7979,0.47491,0.0929803,0.218525,-26.3633,100.856
4332,28,162.774,142.825,150,89.3966,-1.15227,0.277623,-0.530241,-26.3609,100.881
4333,28,167.884,139.063,150,91.0841,0.573094,-0.498875,0.263739,-26.362,100.884
4334,28,163.014,139.508,150,89.9381,-0.00374729,0.0285076,-0.0017251,-26.3766,100.95
4335,28,163.657,136.855,150,89.9712,0.219781,0.013249,0.101157,-26.3709,100.908
4336,28,164.342,144.52,150,90.1229,-0.857458,-0.0565507,-0.394671,-26.3701,100.923
4337,28,160.884,142.149,150,89.2478,-0.809785,0.346093,-0.372629,-26.3611,100.868
4338,28,160.485,137.715,150,89.2376,0.612326,0.3508,0.281772,-26.3623,100.869
4339,28,160.037,138.662,150,89.0391,0.557678,0.442172,0.256639,-26.3625,100.88
4340,28,165.546,141.963,150,90.1169,-0.213815,-0.0538211,-0.0984003,-26.368,100.885
4341,28,160.408,141.803,150,89.2024,-0.717883,0.366996,-0.330339,-26.3611,100.867
4342,28,167.684,140.553,150,90.3013,-0.104864,-0.138669,-0.0482595,-26.3678,100.886
4343,28,159.801,141.754,150,89.4297,-0.416515,0.262397,-0.191662,-26.3632,100.862
4344,28,168.239,139.045,150,91.0093,0.485423,-0.46446,0.223401,-26.364,100.891
4345,28,160.321,137.574,150,89.3344,0.51624,0.306286,0.23755,-26.3624,100.863
4346,28,167.024,137.894,150,90.8854,0.770391,-0.407384,0.354506,-26.3607,100.871
4347,28,168.509,141.263,150,90.534,-0.286922,-0.245726,-0.132038,-26.3655,100.876
4348,28,163.793,134.813,150,89.9493,0.683945,0.0233383,0.314821,-26.3721,100.929
4349,28,163.975,141.813,150,89.9985,-0.182906,0.000706916,-0.0841974,-26.3749,100.938
4350,28,163.332,135.985,150,89.9267,0.345474,0.0337414,0.158991,-26.3678,100.886
4351,28,163.197,135.131,150,89.7257,0.819237,0.126246,0.377022,-26.366,100.892
4352,28,167.042,138.416,150,91.0119,0.809292,-0.465575,0.372411,-26.3599,100.873
4353,28,168.705,138.679,150,90.6933,0.288355,-0.319034,0.132704,-26.3659,100.885
4354,28,167.006,138.038,150,90.9228,0.789229,-0.424593,0.363185,-26.3611,100.876
4355,28,159.695,138.942,150,89.0349,0.470329,0.444092,0.216446,-26.3633,100.883
4356,28,162.237,137.05,150,89.8415,0.231217,0.0729203,0.106395,-26.3644,100.859
4357,28,165.485,143.879,150,90.2398,-0.614161,-0.110349,-0.282624,-26.3651,100.875
4358,28,163.87,135.205,150,89.9804,0.495232,0.00903758,0.227954,-26.3724,100.925
4359,28,161.094,142.943,150,89.5345,-0.617197,0.214182,-0.283998,-26.3623,100.858
4360,28,164.389,135.144,150,90.2622,0.991933,-0.120672,0.456522,-26.3666,100.905
4361,28,166.791,136.678,150,90.563,0.615051,-0.259061,0.283008,-26.3616,100.856
4362,28,161.255,136.716,150,89.6579,0.378562,0.157402,0.174186,-26.3623,100.848
4363,28,164.166,134.801,150,90.0418,0.686528,-0.0192275,0.316015,-26.3725,100.933
4364,28,169.301,140.103,150,90.7638,-0.096953,-0.351587,-0.0446289,-26.3717,100.931
4365,28,161.081,139.338,150,89.7866,0.019621,0.0982323,0.00903071,-26.3706,100.905
4366,28,166.549,136.715,150,90.6366,0.721842,-0.292929,0.332157,-26.3617,100.864
4367,28,159.975,138.094,150,89.2372,0.499694,0.351015,0.229948,-26.3632,100.873
4368,28,159.178,140.556,150,89.0817,-0.372751,0.422638,-0.171561,-26.367,100.906
4369,28,161.443,137.315,150,89.76,0.233767,0.110452,0.107569,-26.3645,100.86
4370,28,160.967,140.78,150,89.7714,-0.118211,0.105194,-0.0544043,-26.369,100.893
4371,28,169.014,139.847,150,91.1047,0.105938,-0.50849,0.0487653,-26.3695,100.933
4372,28,164.672,134.986,150,90.2094,0.778244,-0.0963733,0.358189,-26.3688,100.91
4373,28,160.172,138.977,150,88.9297,0.594393,0.492528,0.27354,-26.362,100.884
4374,28,165.365,135.811,150,90.1804,0.423789,-0.0829995,0.195009,-26.3643,100.862
4375,28,159.451,140.904,150,89.1174,-0.458901,0.406168,-0.211188,-26.3641,100.884
4376,28,161.064,142.78,150,89.4382,-0.713186,0.258505,-0.328162,-26.3612,100.857
4377,28,162.408,135.628,150,89.6004,0.723697,0.183858,0.333027,-26.364,100.874
4378,28,162.882,143.604,150,89.5687,-1.00203,0.19846,-0.461135,-26.3642,100.891
4379,28,160.822,136.946,150,89.5469,0.429479,0.208471,0.197612,-26.3617,100.847
4380,28,164.059,143.964,150,90.2901,-1.18395,-0.133484,-0.544913,-26.3662,100.916
